 ,Area,Mean,Min,Max,Angle,Length,Angle Normalized
26,0.945,199.098,185.87,225.666,-16.699,12.495,163.301
27,1.153,164.09,135.401,223.191,2.246,15.314,2.246
28,1.114,188.002,175.715,224.91,-17.146,14.756,162.854
29,0.979,161.906,150.31,201.084,11.31,13.012,11.31
30,0.827,186.62,165.637,210.667,-61.514,10.986,118.486
31,0.967,172.411,150.635,218.907,21.615,12.841,21.615
32,1.018,207.073,167.578,242.588,20.146,13.495,20.146
33,0.996,154.666,139.273,174.811,0.326,13.2,0.326
34,0.844,170.182,155.975,207.786,-22.946,11.162,157.054
35,0.951,166.091,153.778,177.071,9.574,12.626,9.574
36,0.894,166.628,146.804,214.032,10.176,11.847,10.176
37,1.074,167.994,0,220.161,-13.379,14.238,166.621
38,1.007,138.075,123.758,165.831,2.252,13.359,2.252
39,0.99,135.35,118.014,163.92,-8.223,13.131,171.777
40,1.057,142.294,115.599,180.258,25.463,14.001,25.463
41,1.018,145.903,125.675,238.383,-23.282,13.485,156.718
42,0.945,129.073,114.945,213.451,-23.962,12.56,156.038
43,1.159,144.872,112.423,243,14.172,15.365,14.172
44,1.024,115.5,84.012,216.304,-21.626,13.602,158.374
45,0.917,156.338,123.654,239.572,-9.23,12.157,170.77
46,0.827,164.404,0,206.329,-41.666,10.979,138.334
47,1.041,187.678,167.632,209.355,2.503,13.765,2.503
48,1.035,169.939,155.865,214.152,9.772,13.695,9.772
49,1.204,182.802,157.035,243,-12.733,15.999,167.267
50,0.906,123.954,103.218,155.988,10.465,12.003,10.465
51,0.827,109.09,82.589,233.662,-24.638,10.941,155.362
52,0.799,126.577,86.469,228.383,-61.809,10.603,118.191
53,0.861,170.814,155.138,216.618,-0.377,11.4,179.623
54,0.821,168.974,153.85,187.28,0.796,10.839,0.796
55,0.793,183.984,169.143,204.379,-49.354,10.478,130.646
56,1.125,166.47,146.999,211.481,11.65,14.893,11.65
57,0.967,150.888,126.624,198.381,4.708,12.834,4.708
58,0.714,166.948,140.188,224.989,-90.455,9.413,89.545
59,0.99,163.813,140.479,235.015,-17.707,13.094,162.293
60,0.816,147.085,133.138,190.5,-14.133,10.778,165.867
61,1.097,163.438,142.577,229.71,-19.832,14.578,160.168
62,0.681,176.216,152.676,225,-19.493,8.968,160.507
63,0.782,146.886,106.42,216.788,26.565,10.381,26.565
64,0.883,185.973,163.933,217.863,21.46,11.664,21.46
65,0.585,174.977,158.054,231.395,20.879,7.738,20.879
66,0.917,184.583,170.763,213.822,-13.606,12.124,166.394
67,0.602,170.552,138.798,207.406,-55.856,7.915,124.144
68,0.529,181.505,158.959,234.779,-57.339,6.949,122.661
69,0.889,170.991,155.284,184.67,-3.644,11.777,176.356
70,0.866,166.594,153.543,224.384,-5.636,11.453,174.364
71,0.827,143.777,120.238,176.106,10.62,10.984,10.62
72,0.9,150.644,108.019,228.198,18.321,11.906,18.321
73,0.889,195.408,22.123,240.367,-42.936,11.782,137.064
74,0.714,169.713,11.175,236.63,-82.706,9.433,97.294
75,0.928,146.088,126.333,176.748,-1.048,12.303,178.952
76,0.984,134.928,104,210.494,-0.329,13.05,179.671
77,0.928,118.757,37,236.382,-2.095,12.308,177.905
78,0.889,137.617,110.59,169.686,-11.381,11.738,168.619
79,0.512,140.608,116.815,219.217,-58.062,6.784,121.938
80,0.72,179.239,167.295,231.029,-77.811,9.562,102.189
81,0.596,172.733,155.366,214.728,10.886,7.884,10.886
82,0.787,165.492,11.309,242.717,51.147,10.425,51.147
83,0.782,174.525,148.044,213.31,-7.485,10.332,172.515
84,0.928,164.821,46.829,215.265,-100.899,12.268,79.101
85,0.883,182.759,4.701,219.128,-99.644,11.664,80.356
86,0.99,185.835,167.444,214.258,-97.898,13.124,82.102
87,0.939,173.516,149.461,213.209,-97.936,12.473,82.064
88,0.737,177.706,154.667,223.355,11.136,9.737,11.136
89,1.074,203.761,190.638,239.197,-25.891,14.268,154.109
90,0.956,174.14,145.633,224.641,2.033,12.708,2.033
91,0.939,120.98,92.696,236.614,-22.7,12.442,157.3
92,0.804,160.3,134.04,234.264,-23.305,10.616,156.695
93,1.215,123.684,101.16,188.727,8.319,16.122,8.319
94,1.108,140.267,112.726,207.528,8.213,14.708,8.213
95,1.108,178.878,154.204,213.59,-9.991,14.665,170.009
96,0.776,181.516,171.831,193.854,-8.842,10.268,171.158
97,1.277,154.185,115.944,209.824,-8.92,16.951,171.08
98,0.855,142.223,116.656,186.199,-18.555,11.353,161.445
99,0.849,172.527,163.822,182.877,11.234,11.218,11.234
100,0.799,162.935,145.068,210.924,-90.807,10.601,89.193
101,1.029,179.229,152.317,228.976,-95.679,13.667,84.321
102,0.585,188.365,157.895,205.017,-96.71,7.709,83.29
103,0.816,141.091,109.599,206.958,52.021,10.792,52.021
104,0.866,169.143,157.335,182.969,19.026,11.48,19.026
105,0.776,187.313,167.465,241.589,17.904,10.279,17.904
106,0.816,154.029,126.093,233.646,8.807,10.777,8.807
107,0.832,162.861,141.015,218.33,-35.087,11.056,144.913
108,0.495,163.072,140.556,227.714,-31.866,6.535,148.134
109,0.945,181.314,175.071,218.745,-17.027,12.543,162.973
110,0.883,191.023,183.759,240.347,-19.134,11.701,160.866
111,0.889,197.122,182.188,229.174,-24.111,11.748,155.889
112,0.782,178.728,159.192,211.731,-12.124,10.326,167.876
113,0.956,133.613,111.821,239.744,-19.29,12.697,160.71
114,0.996,158.38,111.818,243,-19.259,13.205,160.741
115,0.838,158.717,130.796,226.204,52.431,11.091,52.431
116,0.759,174.115,147.034,216.95,-68.839,10.019,111.161
117,0.804,170.411,152.78,240.296,-71.437,10.657,108.563
118,1.164,128.528,94.585,238.118,-28.301,15.459,151.699
119,0.889,133.142,89.711,208.419,-25.747,11.763,154.253
120,1.074,149.329,133.291,203.463,1.809,14.257,1.809
121,1.131,162.793,134.36,216.156,5.168,15.011,5.168
122,0.877,151.265,115.519,240.775,-16.098,11.614,163.902
123,0.782,139.153,99.285,230.109,63.435,10.353,63.435
124,0.872,132.619,89.4,222.322,-117.897,11.518,62.103
125,0.889,168.011,77.292,243,46.548,11.778,46.548
126,0.951,110.65,61.083,239.413,37.278,12.63,37.278
127,0.759,160.802,137.04,240.907,-48.331,10.061,131.669
128,0.804,174.378,148.333,238.176,-33.802,10.664,146.198
129,0.838,129.054,102.418,231.963,-42.797,11.073,137.203
130,0.686,106.988,76.956,195.527,47.344,9.095,47.344
131,0.827,132.911,74.333,236.219,17.565,10.974,17.565
132,0.765,138.857,110.361,221.842,-42.589,10.121,137.411
133,0.782,146.923,86.778,234.386,54.703,10.376,54.703
134,0.737,143.125,86.308,232.436,-117.553,9.728,62.447
135,0.759,174.219,147.167,234.686,-103.412,10.066,76.588
136,0.731,171.269,146.902,232.947,-95.755,9.697,84.245
137,0.731,176.121,154.393,243,-101.222,9.688,78.778
138,0.782,141.976,106.026,223.111,-120.107,10.351,59.893
139,0.759,134.154,65.148,226.942,38.66,10.065,38.66
140,0.922,118.245,67.552,219.111,14.207,12.224,14.207
141,0.956,189.269,162.177,242.295,-8.178,12.671,171.822
142,0.787,185.419,168.012,234.614,-7.485,10.388,172.515
143,0.658,183.358,174.803,191.667,-17.03,8.683,162.97
144,0.917,175.677,134.716,242.7,-39.214,12.151,140.786
145,0.765,135.132,56.504,238.653,5.541,10.095,5.541
146,0.765,118.764,61.667,233.36,22.977,10.15,22.977
147,0.816,179.193,14.222,241.075,-45,10.819,135
148,0.816,122.586,0,192,-27.277,10.801,152.723
149,0.652,123.821,94.27,219.163,-25.677,8.655,154.323
150,0.416,132.708,0,226.027,-74.268,5.495,105.732
151,0.9,132.843,0,235.302,55.51,11.941,55.51
152,0.726,149.235,108.444,237.618,58.805,9.578,58.805
153,0.911,129.185,82.413,191.141,16.289,12.04,16.289
154,0.754,143.197,97.59,235.031,12.575,9.984,12.575
155,0.816,121.689,73.584,233.546,15.29,10.832,15.29
156,0.63,166.866,133.92,235.238,-19.895,8.351,160.105
157,0.838,97.934,57.019,240.94,-21.873,11.086,158.127
158,0.709,123.27,26.347,215.362,30.651,9.39,30.651
159,0.81,161.438,0,233.202,-66.119,10.722,113.881
160,0.619,166.911,145.975,242.533,-59.668,8.138,120.332
161,0.748,120.201,0,237.776,-74.055,9.89,105.945
162,0.726,70.633,49.336,201.333,20.973,9.592,20.973
163,0.883,85.238,55.384,233.107,-10.305,11.69,169.695
164,0.855,97.074,58.785,228.963,-38.306,11.354,141.694
165,1.136,144.382,108.347,241.532,8.291,15.111,8.291
166,1.057,153.022,104.305,231.438,9.563,13.999,9.563
167,0.782,126.474,59.413,234.773,40.872,10.315,40.872
168,0.697,155.087,135.303,190.608,-43.345,9.197,136.655
169,0.675,137.797,87.153,214.896,-60.195,8.937,119.805
170,0.81,152.219,130.005,216.806,-16.276,10.714,163.724
171,0.855,155.709,128.427,231.205,-15.789,11.332,164.211
172,0.855,139.726,112.502,235.473,-20.956,11.301,159.044
173,0.877,144.937,120.062,218.824,-21.938,11.643,158.062
174,0.838,135.099,100.934,228.222,-68.27,11.132,111.73
175,0.866,159.42,135.936,231.222,-77.957,11.503,102.043
176,0.939,125.331,98.357,231.968,-43.531,12.414,136.469
177,0.849,114.993,65.222,231.308,44.731,11.243,44.731
178,0.866,145.264,101.858,239.958,39.13,11.44,39.13
