 ,Area,Mean,Min,Max,Angle,Length,Angle Normalized
11,0.647,225.166,196.936,243,-22.736,8.538,157.264
12,0.596,214.465,145.717,243,-6.038,7.848,173.962
13,0.731,129.258,117.859,174.73,-7.565,9.679,172.435
14,0.675,161.57,127.74,204.661,-11.592,8.929,168.408
15,0.652,154.682,118.757,192.45,-10.528,8.657,169.472
16,0.551,215.685,158.098,243,2.361,7.28,2.361
17,0.579,219.303,175.828,243,2.806,7.661,2.806
18,0.574,165.939,144.208,206.792,5.092,7.608,5.092
19,0.596,201.182,146.733,239.677,46.169,7.85,46.169
20,0.596,207.901,175.666,243,42.31,7.911,42.31
21,0.658,230.354,211.949,243,10.437,8.694,10.437
22,0.647,167.276,143.082,214.414,11.113,8.561,11.113
23,0.799,221.437,172.733,243,8.994,10.598,8.994
24,0.709,182.137,163.784,204,13.029,9.343,13.029
25,0.771,117.87,81.637,199,11.476,10.186,11.476
26,0.726,106.588,85.01,214.389,11.75,9.568,11.75
27,0.866,97.894,76.418,143.392,2.993,11.491,2.993
28,0.771,112.493,80.482,163.997,0.424,10.163,0.424
29,0.664,105.967,86,153.808,1.481,8.741,1.481
30,0.849,128.955,78.24,192.25,0.764,11.251,0.764
31,0.579,171.405,73.49,235.297,-11.31,7.685,168.69
32,0.636,99.523,71.637,169.42,-23.131,8.366,156.869
33,0.967,201.331,145.812,242.218,-81.634,12.85,98.366
34,0.996,200.075,157.638,243,-42.691,13.163,137.309
35,0.737,178.771,92.443,243,26.169,9.744,26.169
36,0.917,93.228,66.574,243,-17.879,12.179,162.121
37,0.866,122.726,71.733,239.02,19.026,11.468,19.026
38,0.765,132.364,81.892,225.17,35.685,10.135,35.685
39,0.951,178.16,147.001,219.628,9.293,12.577,9.293
40,0.827,159.442,138.698,174.212,9.462,10.949,9.462
41,0.855,165.606,138.73,224.585,-63.605,11.303,116.395
42,0.99,146.662,129.024,207.075,-0.659,13.088,179.341
43,0.951,139.864,126.223,153.966,5.473,12.586,5.473
44,0.669,197.832,118.296,243,-2.911,8.822,177.089
45,0.737,179.637,103.725,242.355,-3.549,9.731,176.451
46,0.748,94.346,70.509,202.684,-1.312,9.865,178.688
47,1.012,196.198,115.24,243,-3.517,13.453,176.483
48,0.742,175.723,89.687,243,-14.566,9.841,165.434
49,0.731,184.024,153.476,238.897,-32.335,9.675,147.665
50,0.821,211.961,180.573,242.432,-34.019,10.848,145.981
51,0.771,161.997,129.5,216.484,-32.05,10.176,147.95
52,0.861,220.861,182.22,243,14.128,11.378,14.128
53,0.877,167.156,146.079,205.953,15.742,11.61,15.742
54,0.731,223.783,193,243,11.222,9.671,11.222
55,0.658,210.579,156.822,243,15.471,8.706,15.471
56,0.636,206.172,156.323,243,-53.334,8.385,126.666
57,0.664,161.292,0,218.858,-57.943,8.773,122.057
58,0.636,222.866,190.458,243,14.407,8.431,14.407
59,0.726,159.468,13.5,192,13.062,9.587,13.062
60,0.754,190.879,112.219,240.275,16.658,9.942,16.658
61,0.984,186.277,29.328,234.343,11.957,13.033,11.957
62,0.742,169.524,24.792,240.832,-23.429,9.828,156.571
63,0.675,188.413,180.701,214.764,6.287,8.904,6.287
64,0.928,221.601,174.921,243,5.572,12.317,5.572
65,0.433,185.931,166.5,205.538,-20.821,5.697,159.179
66,0.771,213.298,174.304,243,-27.504,10.198,152.496
67,0.63,219.69,167.838,243,-0.516,8.326,179.484
68,0.596,223.656,169.571,243,-17.745,7.875,162.255
69,0.776,159.196,4.204,228.109,-16.06,10.302,163.94
70,0.658,152.668,27,236.11,-61.232,8.727,118.768
71,0.883,157.589,0,229.873,-62.616,11.707,117.384
72,0.686,210.02,143.093,243,13.921,9.05,13.921
73,0.54,137.571,87.995,243,-29.82,7.107,150.18
74,0.776,179.023,41.682,242.432,-6.71,10.27,173.29
75,0.759,222.331,184.696,243,-10.305,10.069,169.695
76,0.951,142.866,113.129,239.354,-14.449,12.579,165.551
77,0.742,203.819,139.617,242.493,-22.452,9.84,157.548
78,0.748,159.713,129.988,230.906,20.758,9.897,20.758
79,0.681,219.461,188.28,243,17.526,8.966,17.526
80,0.804,202.535,140.929,243,-63.255,10.633,116.745
81,0.562,206.718,149.93,242.491,-58.241,7.441,121.759
82,0.709,188.699,93.86,243,176.309,9.357,176.309
83,0.844,179.485,101.376,241.92,-164.745,11.153,15.255
84,0.664,126.997,103,222.423,-163.583,8.783,16.417
85,0.63,128.661,93,243,0,8.325,0
86,0.804,119.81,70.566,230.859,44.715,10.686,44.715
87,0.748,148.199,97.01,200.463,16.243,9.932,16.243
88,0.669,106.366,90.286,186,35.032,8.876,35.032
89,0.709,99.635,77.387,185.291,-11.041,9.392,168.959
90,0.832,113.943,51,217.009,-43.63,11.06,136.37
91,0.72,194.437,107.539,243,-148.805,9.537,31.195
92,0.709,118.025,55.32,227.41,-170.311,9.358,9.689
93,0.754,112.837,51.975,243,-124.886,9.997,55.114
94,0.748,134.062,70.618,217.327,-122.84,9.871,57.16
95,0.619,189.296,173.693,230.448,59.216,8.206,59.216
96,0.945,221.938,184.925,243,-59.916,12.517,120.084
97,0.748,146.867,28.339,242.332,-27.92,9.88,152.08
98,0.9,144.711,0,233.335,58.416,11.937,58.416
99,0.849,150.062,125.665,204.349,4.986,11.258,4.986
100,0.849,150.062,125.665,204.349,4.986,11.258,4.986
101,0.849,150.062,125.665,204.349,4.986,11.258,4.986
102,0.849,150.062,125.665,204.349,4.986,11.258,4.986
103,0.849,150.062,125.665,204.349,4.986,11.258,4.986
104,0.849,150.062,125.665,204.349,4.986,11.258,4.986
105,0.849,150.062,125.665,204.349,4.986,11.258,4.986
106,0.849,150.062,125.665,204.349,4.986,11.258,4.986
107,0.849,150.062,125.665,204.349,4.986,11.258,4.986
108,0.849,150.062,125.665,204.349,4.986,11.258,4.986
109,0.877,144.833,134.587,156.613,7.4,11.642,7.4
110,0.799,204.568,196.096,228.727,-0.813,10.576,179.187
111,0.799,204.568,196.096,228.727,-0.813,10.576,179.187
112,0.799,204.568,196.096,228.727,-0.813,10.576,179.187
113,0.799,204.568,196.096,228.727,-0.813,10.576,179.187
114,0.799,204.568,196.096,228.727,-0.813,10.576,179.187
115,1.029,204.835,197.592,215.018,-2.215,13.623,177.785
116,0.816,156.152,89.333,239.042,20.323,10.797,20.323
117,0.771,123.958,73.57,222.308,-27.13,10.214,152.87
118,0.787,196.44,178.156,237.618,57.688,10.435,57.688
119,0.754,153.87,122.802,240.083,2.583,9.948,2.583
120,0.793,138.999,85.733,219.692,-7.023,10.47,172.977
121,0.883,122.651,102.002,217.583,-9.944,11.733,170.056
122,0.787,106.347,90.939,135.738,-6.613,10.419,173.387
123,0.956,113.473,78.466,238.149,-13.299,12.707,166.701
124,0.686,224.319,175.175,243,-10.474,9.106,169.526
125,0.546,136.81,80.268,242.625,48.814,7.172,48.814
126,0.619,115.005,65.046,217.885,48.715,8.156,48.715
127,0.636,138.262,48,237.243,-129.218,8.398,50.782
128,0.534,142.299,84.781,243,-46.292,7.054,133.708
129,0.596,129.034,78.756,241.054,-47.322,7.855,132.678
130,0.45,116.917,64.568,241.387,23.962,5.89,23.962
131,0.832,204.86,142.641,243,5.088,10.997,5.088
132,0.591,104.252,47.894,223.215,-16.172,7.809,163.828
133,0.669,203.193,166.237,243,-42.955,8.862,137.045
134,0.742,206.994,143.63,243,-19.683,9.81,160.317
135,0.748,171.054,154.136,226.061,-0.434,9.9,179.566
136,0.641,161.19,140.982,182.593,-2.027,8.48,177.973
137,0.506,219.898,171.596,243,60.255,6.703,60.255
138,0.512,208.99,97.528,243,55.426,6.74,55.426
139,0.489,212.074,173.651,244.5,48.814,6.431,48.814
140,0.641,179.617,162.259,235.728,-32.705,8.447,147.295
141,0.427,196.588,178.901,216.166,-118.61,5.654,61.39
142,0.697,207.713,197.419,239.984,-2.793,9.199,177.207
143,0.726,229.419,207.394,243,-5.356,9.601,174.644
144,0.703,199.245,153.36,239.999,7.472,9.266,7.472
145,0.579,163.744,146.749,179.291,10.204,7.614,10.204
146,0.63,175.195,76.284,243,91.548,8.328,91.548
147,0.489,180.234,71.134,241.035,-73.237,6.465,106.763
148,0.529,178.415,77.867,243,34.032,6.969,34.032
149,0.624,183.076,119.386,243,-45.735,8.247,134.265
150,0.754,145.348,67.674,240.282,-150.362,9.991,29.638
151,0.613,166.561,97.139,241.445,-34.862,8.135,145.138
152,0.523,228.06,194.5,242.736,-84.413,6.929,95.587
